PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31756748","The Way to Man's Heart Is through the Stomach","Grossman R, Francis R.","Thorac Cardiovasc Surg. 2021 Jan;69(1):2-7. doi: 10.1055/s-0039-1700886. Epub 2019 Nov 22.","Grossman R","Thorac Cardiovasc Surg","2021","2019/11/23","","","10.1055/s-0039-1700886"
"31753858","Migraine: navigating the hormonal minefield","Afridi SK.","Pract Neurol. 2020 Apr;20(2):115-121. doi: 10.1136/practneurol-2019-002332. Epub 2019 Nov 21.","Afridi SK","Pract Neurol","2020","2019/11/23","","","10.1136/practneurol-2019-002332"
"31718914","Posting a pericranial flap through a ""letterbox"" into the frontal bone to reconstruct an anterior cranial defect: a new approach","Pilkington RJJ, Aculate NR, Gahir D, Isles M.","Br J Oral Maxillofac Surg. 2020 Jan;58(1):118-119. doi: 10.1016/j.bjoms.2019.10.304. Epub 2019 Nov 11.","Pilkington RJJ","Br J Oral Maxillofac Surg","2020","2019/11/14","","","10.1016/j.bjoms.2019.10.304"
"31714817","The similarities and differences between advanced nurse practitioners and clinical nurse specialists","Cooper MA, McDowell J, Raeside L; ANP–CNS Group.","Br J Nurs. 2019 Nov 14;28(20):1308-1314. doi: 10.12968/bjon.2019.28.20.1308.","Cooper MA","Br J Nurs","2019","2019/11/13","","","10.12968/bjon.2019.28.20.1308"
"31711005","Successful versus unsuccessful instrumental deliveries-Predictors and obstetric outcomes","Elfituri A, Datta T, Hubbard HR, Ganapathy R.","Eur J Obstet Gynecol Reprod Biol. 2020 Jan;244:21-24. doi: 10.1016/j.ejogrb.2019.10.050. Epub 2019 Nov 4.","Elfituri A","Eur J Obstet Gynecol Reprod Biol","2020","2019/11/12","","","10.1016/j.ejogrb.2019.10.050"
"31710407","Management of pouch-vaginal fistulas - experience from our institution","Sivathondan PC, Bloemendaal A, Travis S, Mortensen N, George BD.","Colorectal Dis. 2020 Apr;22(4):439-444. doi: 10.1111/codi.14904. Epub 2019 Dec 5.","Sivathondan PC","Colorectal Dis","2020","2019/11/12","","","10.1111/codi.14904"
"31685065","Section 12 approval: fit for purpose?","Rigby D, McAlpine L.","BJPsych Bull. 2019 Dec;43(6):251-254. doi: 10.1192/bjb.2019.52.","Rigby D","BJPsych Bull","2019","2019/11/06","PMC8058885","","10.1192/bjb.2019.52"
"31680028","Reconstructive burden and financial implications of wider excision margins for invasive primary cutaneous melanoma","Lo MC, Heaton MJ, Snelling A, Moncrieff MD.","J Plast Reconstr Aesthet Surg. 2020 Feb;73(2):313-318. doi: 10.1016/j.bjps.2019.09.035. Epub 2019 Oct 2.","Lo MC","J Plast Reconstr Aesthet Surg","2020","2019/11/05","","","10.1016/j.bjps.2019.09.035"
"31676648","Recent adverse mortality trends in Scotland: comparison with other high-income countries","Fenton L, Minton J, Ramsay J, Kaye-Bardgett M, Fischbacher C, Wyper GMA, McCartney G.","BMJ Open. 2019 Oct 31;9(10):e029936. doi: 10.1136/bmjopen-2019-029936.","Fenton L","BMJ Open","2019","2019/11/03","PMC6830653","","10.1136/bmjopen-2019-029936"
"31673360","Systematic identification and referral of smokers attending HIV ambulatory care highlights the failure of current service provision in an at-risk population","Brown J, Kyriacou C, Pickett E, Edwards K, Joshi H, Stewart N, Melville A, Johnson M, Flint J, Bartley A, Rodger A, Lipman M.","BMJ Open Respir Res. 2019 Oct 3;6(1):e000395. doi: 10.1136/bmjresp-2018-000395. eCollection 2019.","Brown J","BMJ Open Respir Res","2019","2019/11/02","PMC6797406","","10.1136/bmjresp-2018-000395"
"31657950","Diagnosing Inflammatory bowel disease using noninvasive applications of volatile organic compounds: a systematic review","Bannaga AS, Farrugia A, Arasaradnam RP.","Expert Rev Gastroenterol Hepatol. 2019 Nov;13(11):1113-1122. doi: 10.1080/17474124.2019.1685873. Epub 2019 Nov 8.","Bannaga AS","Expert Rev Gastroenterol Hepatol","2019","2019/10/29","","","10.1080/17474124.2019.1685873"
"31647743","A prospective audit evaluating use of urokinase in oncology patients with occluded central venous access devices","Harrold K, Martin A, Bhuva N.","Br J Nurs. 2019 Oct 24;28(19):S30-S36. doi: 10.12968/bjon.2019.28.19.S30.","Harrold K","Br J Nurs","2019","2019/10/25","","","10.12968/bjon.2019.28.19.S30"
"31624081","Opioid prescribing is rising in many countries","Smith BH, Fletcher EH, Colvin LA.","BMJ. 2019 Oct 17;367:l5823. doi: 10.1136/bmj.l5823.","Smith BH","BMJ","2019","2019/10/19","","","10.1136/bmj.l5823"
"31606426","Meta-analysis of laparoscopic groin hernia repair with or without mesh fixation","Eltair M, Hajibandeh S, Hajibandeh S, Balakrishnan S, Alyamani A, Radoi D, Goh YL, Hanif M, Kumar Y, Mobarak D.","Int J Surg. 2019 Nov;71:190-199. doi: 10.1016/j.ijsu.2019.10.004. Epub 2019 Oct 10.","Eltair M","Int J Surg","2019","2019/10/14","","","10.1016/j.ijsu.2019.10.004"
"31606228","Practical management of home parenteral nutrition in infancy","Hill S.","Early Hum Dev. 2019 Nov;138:104876. doi: 10.1016/j.earlhumdev.2019.104876. Epub 2019 Oct 9.","Hill S","Early Hum Dev","2019","2019/10/14","","","10.1016/j.earlhumdev.2019.104876"
"31602674","Treatment decisions of UK hospital optometrists and ophthalmologists in patients with nAMD: a vignette study","Creer RC, Roberts SA, Aslam TM, Balaskas K, Chhabra R, Mahmood S, Turner GS, Harper RA.","Ophthalmic Physiol Opt. 2019 Nov;39(6):432-440. doi: 10.1111/opo.12644. Epub 2019 Oct 10.","Creer RC","Ophthalmic Physiol Opt","2019","2019/10/12","","","10.1111/opo.12644"
"31582518","ctDNA in Gastric and Gastroesophageal Cancer: Prognostic, Predictive, or Preliminary?","Frankell AM, Smyth EC.","Clin Cancer Res. 2019 Dec 1;25(23):6893-6895. doi: 10.1158/1078-0432.CCR-19-2774. Epub 2019 Oct 3.","Frankell AM","Clin Cancer Res","2019","2019/10/05","","","10.1158/1078-0432.CCR-19-2774"
"31490717","Pre-surgical lung biopsy in management of solitary pulmonary nodules: a cost effectiveness analysis","Barnett J, Belsey J, Tavare AN, Saini A, Patel A, Hayward M, Hare SS.","J Med Econ. 2019 Dec;22(12):1307-1311. doi: 10.1080/13696998.2019.1665322. Epub 2019 Oct 26.","Barnett J","J Med Econ","2019","2019/09/07","","","10.1080/13696998.2019.1665322"
"31456440","An evaluation of tofacitinib for the treatment of psoriatic arthritis","Abdulrahim H, Sharlala H, Adebajo AO.","Expert Opin Pharmacother. 2019 Nov;20(16):1953-1960. doi: 10.1080/14656566.2019.1657404. Epub 2019 Aug 28.","Abdulrahim H","Expert Opin Pharmacother","2019","2019/08/29","","","10.1080/14656566.2019.1657404"
"31376234","Dacryoendoscopic-assisted nasolacrimal intubation in an Australian population","Curragh DS, Rajak SN, Selva D.","Clin Exp Ophthalmol. 2019 Dec;47(9):1209-1211. doi: 10.1111/ceo.13604. Epub 2019 Aug 19.","Curragh DS","Clin Exp Ophthalmol","2019","2019/08/04","","","10.1111/ceo.13604"
"31353291","Use of a hand-held spectroradiometer for the measurement of neonatal phototherapy lamp outputs","Clarkson DM, Satodia P.","Med Eng Phys. 2019 Nov;73:107-111. doi: 10.1016/j.medengphy.2019.07.001. Epub 2019 Jul 26.","Clarkson DM","Med Eng Phys","2019","2019/07/30","","","10.1016/j.medengphy.2019.07.001"
"31309633","The impact of living with home enteral feeding: perspectives of people who have had a diagnosis of head and neck cancer","Thomas A, Sowerbutts AM, Burden ST.","J Hum Nutr Diet. 2019 Oct;32(5):676-683. doi: 10.1111/jhn.12691. Epub 2019 Jul 15.","Thomas A","J Hum Nutr Diet","2019","2019/07/17","","","10.1111/jhn.12691"
"31267092","The infrared reflex: a potential new method for congenital cataract screening","Duret A, Humphries R, Ramanujam S, Te Water Naudé A, Reid C, Allen LE.","Eye (Lond). 2019 Dec;33(12):1865-1870. doi: 10.1038/s41433-019-0509-9. Epub 2019 Jul 2.","Duret A","Eye (Lond)","2019","2019/07/04","PMC7002649","","10.1038/s41433-019-0509-9"
"31162195","Why Understanding Sepsis Endotypes Is Important for Steroid Trials in Septic Shock","Antcliffe DB, Gordon AC.","Crit Care Med. 2019 Dec;47(12):1782-1784. doi: 10.1097/CCM.0000000000003833.","Antcliffe DB","Crit Care Med","2019","2019/06/05","","","10.1097/CCM.0000000000003833"
"31154421","One-year outcomes of infants born with congenital diaphragmatic hernia: a national population cohort study","Long AM, Bunch KJ, Knight M, Kurinczuk JJ, Losty PD; BAPS-CASS.","Arch Dis Child Fetal Neonatal Ed. 2019 Nov;104(6):F643-F647. doi: 10.1136/archdischild-2018-316396. Epub 2019 Jun 1.","Long AM","Arch Dis Child Fetal Neonatal Ed","2019","2019/06/03","","","10.1136/archdischild-2018-316396"
"31141838","The use of GLP-1 receptor agonists in hospitalised patients: An untapped potential","Mustafa OG, Whyte MB.","Diabetes Metab Res Rev. 2019 Nov;35(8):e3191. doi: 10.1002/dmrr.3191. Epub 2019 Jun 28.","Mustafa OG","Diabetes Metab Res Rev","2019","2019/05/30","PMC6899667","","10.1002/dmrr.3191"
"31127965","An introduction to the methods of decision-analytic modelling used in economic evaluations for Dermatologists","McManus E, Sach TH, Levell NJ.","J Eur Acad Dermatol Venereol. 2019 Oct;33(10):1829-1836. doi: 10.1111/jdv.15713. Epub 2019 Jun 27.","McManus E","J Eur Acad Dermatol Venereol","2019","2019/05/26","","","10.1111/jdv.15713"
"31039383","Screening for carbapenemase-producing Enterobacteriaceae in previous carriers readmitted to hospital: evaluation of a change in screening policy","Tucker A, George R, Welfare W, Cleary P, Cawthorne J, Dodgson A.","J Hosp Infect. 2019 Oct;103(2):156-159. doi: 10.1016/j.jhin.2019.04.012. Epub 2019 Apr 27.","Tucker A","J Hosp Infect","2019","2019/05/01","","","10.1016/j.jhin.2019.04.012"
"30905046","External fixation for primary and definitive management of open long bone fractures: the Syrian war experience","Alhammoud A, Maaz B, Alhaneedi GA, Alnouri M.","Int Orthop. 2019 Dec;43(12):2661-2670. doi: 10.1007/s00264-019-04314-0. Epub 2019 Mar 23.","Alhammoud A","Int Orthop","2019","2019/03/25","","","10.1007/s00264-019-04314-0"
"30387373","Lighthouse Parenting Programme: Description and pilot evaluation of mentalization-based treatment to address child maltreatment","Byrne G, Sleed M, Midgley N, Fearon P, Mein C, Bateman A, Fonagy P.","Clin Child Psychol Psychiatry. 2019 Oct;24(4):680-693. doi: 10.1177/1359104518807741. Epub 2018 Nov 2.","Byrne G","Clin Child Psychol Psychiatry","2019","2018/11/03","","","10.1177/1359104518807741"
"29987955","Siblings' experiences of their relationship with a brother or sister with a pediatric acquired brain injury","Tyerman E, Eccles FJR, Gray V, Murray CD.","Disabil Rehabil. 2019 Dec;41(24):2940-2948. doi: 10.1080/09638288.2018.1482506. Epub 2018 Jul 10.","Tyerman E","Disabil Rehabil","2019","2018/07/11","","","10.1080/09638288.2018.1482506"
"31694829","Perforated necrotic appendix in Amyand's hernia treated with appendicectomy and simple suture repair of the inguinal hernia","Malik MIK, Abbas J, Shuttleworth P, Qureshi N.","BMJ Case Rep. 2019 Nov 5;12(11):e231765. doi: 10.1136/bcr-2019-231765.","Malik MIK","BMJ Case Rep","2019","2019/11/08","PMC6855868","","10.1136/bcr-2019-231765"
"32096443","Fostering patient safety through health policy innovation: A case study of implementation of the WHO Surgical Checklist in the UK","Shah R, Barksfield R.","J Perioper Pract. 2019 Oct;30(10):315-319. doi: 10.1177/1750458920902613. Epub 2020 Feb 25.","Shah R","J Perioper Pract","2019","2020/02/26","","","10.1177/1750458920902613"
"32086139","Does user perception affect adherence when wearing biomechanically optimised ankle foot orthosis - footwear combinations: A pilot study","Eddison N, Healy A, Chockalingam N.","Foot (Edinb). 2020 Jun;43:101655. doi: 10.1016/j.foot.2019.101655. Epub 2019 Dec 19.","Eddison N","Foot (Edinb)","2020","2020/02/23","","","10.1016/j.foot.2019.101655"
"32021614","Prevalence and treatment of Chronic Fatigue Syndrome/Myalgic Encephalomyelitis and co-morbid severe health anxiety","Daniels J, Parker H, Salkovskis PM.","Int J Clin Health Psychol. 2020 Jan-Apr;20(1):10-19. doi: 10.1016/j.ijchp.2019.11.003. Epub 2019 Dec 24.","Daniels J","Int J Clin Health Psychol","2020","2020/02/06","PMC6994737","","10.1016/j.ijchp.2019.11.003"
"31888905","Cutaneous leishmaniasis in a globetrotting explorer","Imessaoudene L, Jacobs C, Hunt W.","BMJ Case Rep. 2019 Dec 29;12(12):e233056. doi: 10.1136/bcr-2019-233056.","Imessaoudene L","BMJ Case Rep","2019","2020/01/01","PMC6936374","","10.1136/bcr-2019-233056"
"31845090","Treatment of calcium pyrophosphate deposition in the temporomandibular joint with resection and simultaneous reconstruction using a custom joint prosthesis","Abou-Foul AK, Saeed NR.","Oral Maxillofac Surg. 2020 Jun;24(2):235-238. doi: 10.1007/s10006-019-00825-7. Epub 2019 Dec 16.","Abou-Foul AK","Oral Maxillofac Surg","2020","2019/12/18","","","10.1007/s10006-019-00825-7"
"31831999","Maternal Depression and Anxiety in Children and Adolescents with Intellectual Disability","Gnanavel S.","J Neurosci Rural Pract. 2019 Oct;10(4):728-730. doi: 10.1055/s-0039-3400349. Epub 2019 Dec 11.","Gnanavel S","J Neurosci Rural Pract","2019","2019/12/14","PMC6906088","","10.1055/s-0039-3400349"
"31816667","Conceptualizing the key components of rehabilitation following major musculoskeletal trauma: A mixed methods service evaluation","Robinson LJ, Stephens NM, Wilson S, Graham L, Hackett KL.","J Eval Clin Pract. 2020 Oct;26(5):1436-1447. doi: 10.1111/jep.13331. Epub 2019 Dec 9.","Robinson LJ","J Eval Clin Pract","2020","2019/12/10","","","10.1111/jep.13331"
"31814330","Role of TFF3 as an adjunct in the diagnosis of Barrett's esophagus using a minimally invasive esophageal sampling device-The Cytosponge(TM)","Paterson AL, Gehrung M, Fitzgerald RC, O'Donovan M.","Diagn Cytopathol. 2020 Mar;48(3):253-264. doi: 10.1002/dc.24354. Epub 2019 Dec 9.","Paterson AL","Diagn Cytopathol","2020","2019/12/10","PMC7075710","EMS85364","10.1002/dc.24354"
"31801967","Cellular calcium in bipolar disorder: systematic review and meta-analysis","Harrison PJ, Hall N, Mould A, Al-Juffali N, Tunbridge EM.","Mol Psychiatry. 2021 Aug;26(8):4106-4116. doi: 10.1038/s41380-019-0622-y. Epub 2019 Dec 4.","Harrison PJ","Mol Psychiatry","2021","2019/12/06","PMC8550977","EMS85028","10.1038/s41380-019-0622-y"
"31801157","The Light and the Dark of Early and Intermediate AMD: Cone- and Rod-Mediated Changes Are Linked to Fundus Photograph and FAF Abnormalities","Rodrigo-Diaz E, Tahir HJ, Kelly JM, Parry NRA, Aslam T, Murray IJ.","Invest Ophthalmol Vis Sci. 2019 Dec 2;60(15):5070-5079. doi: 10.1167/iovs.19-27971.","Rodrigo-Diaz E","Invest Ophthalmol Vis Sci","2019","2019/12/05","","","10.1167/iovs.19-27971"
"31784365","The Effect of Delayed Injection of Leukocyte-Rich Platelet-Rich Plasma Following Rotator Cuff Repair on Patient Function: A Randomized Double-Blind Controlled Trial","Snow M, Hussain F, Pagkalos J, Kowalski T, Green M, Massoud S, James S.","Arthroscopy. 2020 Mar;36(3):648-657. doi: 10.1016/j.arthro.2019.09.026. Epub 2019 Nov 27.","Snow M","Arthroscopy","2020","2019/12/01","","","10.1016/j.arthro.2019.09.026"
"31778905","A national survey: Evaluating current practice and risk assessment in morcellation amongst gynaecologists in the United Kingdom","Ghai V, Jan H.","Eur J Obstet Gynecol Reprod Biol. 2020 Jan;244:106-109. doi: 10.1016/j.ejogrb.2019.11.014. Epub 2019 Nov 14.","Ghai V","Eur J Obstet Gynecol Reprod Biol","2020","2019/11/29","","","10.1016/j.ejogrb.2019.11.014"
"31776053","The Pinderfields hospital pain management protocol for enzymatic debridement of burns wounds","Natalwala I, Kiely J, Kilshaw A, McKay G, Chu V, Phipps A, Anwar MU, Yarwood J, Sandhu R, Muthayya P, Sloan B.","Burns. 2020 Mar;46(2):497-500. doi: 10.1016/j.burns.2019.10.021. Epub 2019 Nov 24.","Natalwala I","Burns","2020","2019/11/29","","","10.1016/j.burns.2019.10.021"
"31775952","Injury Patterns in Hip Hop Dancers","Jubb C, Bell L, Cimelli S, Wolman R.","J Dance Med Sci. 2019 Dec 15;23(4):145-149. doi: 10.12678/1089-313X.23.4.145.","Jubb C","J Dance Med Sci","2019","2019/11/29","","","10.12678/1089-313X.23.4.145"
"31759654","Functional outcome, quality of life, and 'failures' following pull-through surgery for hirschsprung's disease: A review of practice at a single-center","Townley OG, Lindley RM, Cohen MC, Murthi GV.","J Pediatr Surg. 2020 Feb;55(2):273-277. doi: 10.1016/j.jpedsurg.2019.10.042. Epub 2019 Nov 5.","Townley OG","J Pediatr Surg","2020","2019/11/25","","","10.1016/j.jpedsurg.2019.10.042"
"31758121","Factors affecting decision making at reassessment of periodontitis. Part 3: interpretation of clinical findings - local factors","S Kalsi A, I Bomfim D, Hussain Z.","Br Dent J. 2019 Nov;227(10):869-874. doi: 10.1038/s41415-019-0941-z.","S Kalsi A","Br Dent J","2019","2019/11/24","","","10.1038/s41415-019-0941-z"
"31756037","Differential effects of direct factor IIa and factor Xa inhibitors in protein C-deficient plasma detected using thrombin generation and viscoelastometry assays","Aungraheeta R, FitzGibbon L, Reilly-Stitt C, Mumford AD.","Int J Lab Hematol. 2020 Apr;42(2):126-133. doi: 10.1111/ijlh.13126. Epub 2019 Nov 22.","Aungraheeta R","Int J Lab Hematol","2020","2019/11/23","","","10.1111/ijlh.13126"
"31721101","Technical report: dynamic assessment of plantar fasciitis and plantar fascia tears utilising dorsiflexion of the great toe","Kho JSB, Almeer G, McGarry S, James SL, Botchu R.","J Ultrasound. 2020 Sep;23(3):397-400. doi: 10.1007/s40477-019-00411-3. Epub 2019 Nov 13.","Kho JSB","J Ultrasound","2020","2019/11/14","PMC7441111","","10.1007/s40477-019-00411-3"
"31685680","Emergency Medicine: let's feed the good wolf","Reynard C, Oliver G, Hassan T, Body R.","Emerg Med J. 2020 Jan;37(1):52-53. doi: 10.1136/emermed-2019-208924. Epub 2019 Nov 4.","Reynard C","Emerg Med J","2020","2019/11/06","","","10.1136/emermed-2019-208924"
"31676592","The introduction of plastic and reconstructive surgery to the University of Glasgow undergraduate medical core curriculum","Higgins G, Thomson SE.","Postgrad Med J. 2020 Feb;96(1132):64-66. doi: 10.1136/postgradmedj-2019-137046. Epub 2019 Nov 1.","Higgins G","Postgrad Med J","2020","2019/11/03","","","10.1136/postgradmedj-2019-137046"
