,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
1634,[2019],"['Deen, Surrin S.', 'Riemer, Frank', 'McLean, Mary A.', 'Gill, Andrew B.', 'Kaggie, Joshua D.', 'Grist, James T.', 'Crawford, Robin', 'Latimer, John', 'Baldwin, Peter', 'Earl, Helena M.', 'Parkinson, Christine A.', 'Smith, Sarah A.', 'Hodgkin, Charlotte', 'Moore, Elizabeth', 'Jimenez-Linan, Mercedes', 'Brodie, Cara R.', 'Addley, Helen C.', 'Freeman, Susan J.', 'Moyle, Penelope L.', 'Sala, Evis', 'Graves, Martin J.', 'Brenton, James D.', 'Gallagher, Ferdia A.']",European Journal of Radiology Open,Sodium MRI with 3D-cones as a measure of tumour cellularity in high grade serous ovarian cancer,6,40
1635,"[2019, 6]","['Sangram, Belagodu S.', 'Mayne, Alistair I.W.', 'Jariwala, Arpit C.']",The Surgeon,Can we accurately predict nerve conduction study outcome using a carpal tunnel syndrome questionnaire?,3,10
1636,"[2019, 3, 4]","['Simpson, J. D.', 'Brown, A.']",The European Journal of Contraception &amp; Reproductive Health Care,Viewing ultrasound images in the abortion clinic: clients’ and health care professionals’ opinions,2,7
1637,"[2019, 5]","['Jackson, Jonathan IF', 'Lim, Adrian']",Radiology Case Reports,Report of an incidental finding of a congenital intradiaphragmatic cyst in an adult and a critical review of the literature,0,19
1638,"[2019, 3, 22]","['Morton, Caroline E', 'Smith, Susan F', 'Lwin, Tommy', 'George, Michael', 'Williams, Matt']",JMIR Medical Education,Computer Programming: Should Medical Students Be Learning It?,5,16
1639,"[2019, 3, 19]","['Robertson, Douglas A.', 'Chudleigh, Richard A.', 'Gwynn, Simon D.', 'Jairam, Carol', 'Kansagra, Kaushal', 'Kanumilli, Naresh', 'Lester-George, Adam', 'McMurray, Charlotte', 'Warren, Timothy C.']",Diabetes Therapy,"Establishing Expert, Multi-Disciplinary, Peer-Reviewed Consensus to Lead a Paradigm Shift in Optimal Blood Glucose Management",0,15
1640,"[2019, 3, 18]","['Smith, Murray', 'O’Regan, Rian', 'Goldbeck, Rainer']",Scottish Medical Journal,Detaining patients in the general hospital – current practice and pitfalls,0,4
1641,"[2019, 3]","['Varian, Frances', 'Kaur, Harpreet', 'Carter, Stuart', 'Gunn, Julian']",BMJ Case Reports,Autoinflammatory constrictive pericarditis and chronic myelomonocytic leukaemia: when one speciality is not enough,0,9
1642,"[2019, 4]","['Adam, N.I.', 'Walshaw, E.G.', 'Carter, L.M.']",British Journal of Oral and Maxillofacial Surgery,Scope for patient-led diagrammatic mapping of facial pain,0,3
1643,"[2019, 3, 4]","['Pearson, Tanya', 'Chaisty, Frances', 'Stenfert Kroese, Biza']",International Journal of Developmental Disabilities,Teaching young adults with intellectual disabilities about early parent-child attachment behaviors using an educational DVD,2,41
1644,"[2019, 2, 28]","['Mirza, Adal H.', 'Thomas, Gareth', 'Ottensmeier, Christian H.', 'King, Emma V.']",Head &amp; Neck,Importance of the immune system in head and neck cancer,14,96
1645,"[2019, 2, 27]","['Uppal, Saurabh', 'Blackburn, James', 'Didi, Mohammed', 'Shukla, Rajeev', 'Hayden, James', 'Senniappan, Senthil']","Endocrinology, Diabetes &amp; Metabolism Case Reports",Hepatoblastoma and Wilms’ tumour in an infant with Beckwith–Wiedemann syndrome and diazoxide resistant congenital hyperinsulinism,1,20
1646,"[2019, 1, 22]","['Valsamis, Epaminondas Markos', 'Ricketts, David', 'Husband, Henry', 'Rogers, Benedict Aristotle']",Computational and Mathematical Methods in Medicine,Segmented Linear Regression Models for Assessing Change in Retrospective Studies in Healthcare,8,18
1647,"[2019, 4]","['Brennan, P.A.', 'Mak, J.', 'Massetti, K.', 'Parry, D.A.']",British Journal of Oral and Maxillofacial Surgery,"Communication between the transverse cervical nerve (C2,3) and marginal mandibular branch of the facial nerve: a cadaveric and clinical study",5,15
1648,"[2019, 2, 21]","['Hussain, Rumana N.', 'Hassan, Syed', 'Ho, V.', 'Kacperek, Andrzej', 'Errington, Douglas', 'Heimann, Heinrich']",Eye,Proton beam radiotherapy (PBR) for the treatment of retinal capillary haemangioblastoma stabilises tumour progression but with poor visual outcomes,1,5
1649,"[2019, 2, 18]","['Yildirimer, Lara', 'Brewster, Colin T', 'Aziz, Hina', 'Unluer, Zeynep', 'Jemec, Barbara', 'De Leo, Anna']",Journal of Hand Surgery (European Volume),Experience of nail bed injuries at a tertiary hand trauma unit: a 12-month review and cost analysis,3,15
1650,"[2019, 1, 21]","['Lazarou, Ilias', 'Kelly, Stephen Gerard', 'Meric de Bellefon, Laurent']",Frontiers in Medicine,"Ultrasound-Guided Synovial Biopsies of Wrists, Metacarpophalangeal, Metatarsophalangeal, Interphalangeal Joints, and Tendon Sheaths",3,11
1651,"[2019, 1, 31]","['Tso, Simon', 'Hunt, William', 'Frow, Helen', 'Ilchyshyn, Andrew']",British Journal of General Practice,Systemic agents for psoriasis and their relevance to primary care,1,5
1652,"[2019, 2]","['Hogg, E S', 'Kinshuck, A J', 'Littley, N', 'Lau, A', 'Tandon, S', 'Lancaster, J']",The Journal of Laryngology &amp; Otology,"A high-fidelity, fully immersive simulation course to replicate ENT and head and neck emergencies",7,11
1653,"[2019, 1]","['Jamall, Omer', 'Theodoraki, Korina', 'Amin, Sepideh', 'Verity, David', 'Bates, Adam']",BMJ Case Reports,Rectal adenocarcinoma: rare metastasis to the optic nerve,3,7
1654,"[2019, 1, 21]","['Hay, Ashley', 'Simo, Ricard', 'Hall, Gillian', 'Tharavai, Selvam', 'Oakley, Richard', 'Fry, Alastair', 'Cascarini, Luke', 'Lei, Mary', 'Guerro-Urbano, Teresa', 'Jeannon, Jean-Pierre']",European Archives of Oto-Rhino-Laryngology,Outcomes of salvage surgery for the oropharynx and larynx: a contemporary experience in a UK Cancer Centre,6,27
1655,"[2019, 2, 20]","['Mitra, Ritu', 'Hodes, Matthew']","Child: Care, Health and Development",Prevention of psychological distress and promotion of resilience amongst unaccompanied refugee minors in resettlement countries,22,40
1656,"[2019, 1, 13]","['Oligbu, Godwin']",Pharmacy,Rare and Imported Infections: Are We Prepared?,0,14
1657,"[2019, 1]","['Gupta, Keshav Kumar', 'Gupta, Vinay Kumar', 'Naumann, Robert Wendel']",International Journal of Gynecologic Cancer,Ovarian cancer: screening and future directions,31,34
1658,"[2019, 1]","['Ho, Anthony M -H', 'Mizubuti, Glenio B', 'Ho, Adrienne K']",Regional Anesthesia &amp; Pain Medicine,Safety of spinal anesthesia in thrombocytopenic patients: are there lessons to be learnt from oncology?,3,23
1659,"[2019, 1]","['Jain, Saransh', 'Ahuja, Vineet', 'Limdi, Jimmy K']",Postgraduate Medical Journal,Optimal management of acute severe ulcerative colitis,9,92
1660,"[2019, 1, 7]","['Wilson, Claire']",The Clinical Teacher,Critical thinking: too little too late?,0,5
1661,"[2019, 1]","['Evans, S.W.', 'McCahon, R.A.']",British Journal of Oral and Maxillofacial Surgery,Management of postoperative pain in maxillofacial surgery,4,91
1662,"[2018, 12, 19]","['Burden, Sorrel', 'Sremanakova, Jana', 'Jones, Debra', 'Todd, Chris']",Proceedings of the Nutrition Society,Dietary interventions for cancer survivors,5,75
1663,"[2019, 1]","['Gall, Tamara M.H.', 'Belete, Samuel', 'Khanderia, Esha', 'Frampton, Adam E.', 'Jiao, Long R.']",The American Journal of Pathology,Circulating Tumor Cells and Cell-Free DNA in Pancreatic Ductal Adenocarcinoma,38,85
1664,"[2018, 12, 7]","['Gilmour, Nicola', 'Kimber, Ian', 'Williams, Jason', 'Maxwell, Gavin']",Contact Dermatitis,"Skin sensitization: Uncertainties, challenges, and opportunities for improved risk assessment",6,64
1665,"[2019, 1, 31]","['Daunton, A.', 'Harries, M.']",British Journal of Dermatology,"Efficacy of topical dithranol (Dithrocream
            <sup>®</sup>
            ) in the treatment of alopecia areata: a retrospective case series",3,7
1666,"[2019, 3]","['Arumugam, S.', 'Manning-Cork, N.J.', 'Gains, J.E.', 'Boterberg, T.', 'Gaze, M.N.']",Clinical Oncology,The Evidence for External Beam Radiotherapy in High-Risk Neuroblastoma of Childhood: A Systematic Review,13,67
1667,"[2019, 2]","['Morris, R.', 'Pallister, I.', 'Trickett, R.W.']",Injury,Measuring outcomes following tibial fracture,8,230
1668,"[2018, 11, 19]","['Halliday, Jane', 'Holsgrove, Daniel']",British Journal of Neurosurgery,Pooling and patient satisfaction in non-instrumented lumbar decompressive surgery,1,10
1669,"[2018, 11, 5]","['Warburton, Louise', 'Collins, Richard', 'Tomlinson, Chris']",Rheumatology,Comment on: Should Rheumatology be a core discipline of a chronic pain multi-disciplinary team?,1,7
1670,"[2019, 2]","['Kilshaw, Andrew David', 'Chang, Chad', 'Jivan, Sharmila']",Burns,“Consistency an issue?” – A review of UK burns service online information on burns first aid,2,8
1671,"[2018, 10, 30]","['Whitney, Laura', 'Al-Ghusein, Hasan', 'Glass, Stephen', 'Koh, Mickey', 'Klammer, Matthias', 'Ball, Jonathan', 'Youngs, Jonathan', 'Wake, Rachel', 'Houston, Angela', 'Bicanic, Tihana']",Journal of Antimicrobial Chemotherapy,Effectiveness of an antifungal stewardship programme at a London teaching hospital 2010–16,15,27
1672,"[2019, 1]","['Johnston, Blair A.', 'Nicol, Alice', 'Bolster, Alison', 'Wright, Jamie']",Nuclear Medicine Communications,Development and validation of a full model of a four-headed neuroimaging single-photon emission computed tomography scanner,1,23
1673,"[2019, 1]","['von Stempel, C.', 'Hague, J.', 'Brookes, J.']",Clinical Radiology,Excimer laser assisted complex inferior vena cava filter retrieval: a single institution's experience over 6 years,4,14
1674,"[2018, 10, 4]","['Khatun, Azra', 'Lotery, Helen', 'Sundaram, Sangeetha']",International Journal of STD &amp; AIDS,Successful treatment of high-grade vulval intra-epithelial neoplasia with imiquimod 5% in a renal transplant recipient,0,19
1675,"[2018, 9, 14]","['Waring, Gareth J', 'Splitt, Miranda', 'Robson, Stephen C']",Archives of Disease in Childhood,Fetal hydrops: diagnosis and prognosis,0,19
1676,"[2019, 3]","['Lukawska, Joanna', 'Mandaliya, Deepal', 'Chan, A.W. Edith', 'Foggitt, Amy', 'Bidder, Therese', 'Harvey, Jennifer', 'Stycharczuk, Lisa', 'Bisdas, Sotirios']",The Journal of Allergy and Clinical Immunology: In Practice,Anaphylaxis to trometamol excipient in gadolinium-based contrast agents for clinical imaging,18,9
1677,"[2019, 1]","['Talbot, Nick P.', 'Flight, William George']",Journal of Cystic Fibrosis,Anaemia and iron deficiency in relation to fatigue in cystic fibrosis,1,9
1678,"[2019, 2, 25]","['Demir, Ozan Mehmet', 'Mitomo, Satoru', 'Giannini, Francesco', 'Mangieri, Antonio', 'Ancona, Marco B.', 'Montorfano, Matteo', 'Latib, Azeem', 'Colombo, Antonio']",Circulation Journal,Supra-Annular Transcatheter Aortic Valve Position May Correct Annular Under-Expansion Due to Valvular Asymmetry,0,1
1679,"[2018, 9, 2]","['Osborne, Max S.', 'Krishna, Sandhya Trichinopoly', 'George, Ajith', 'Costello, Declan', 'Corbridge, Rogan']",Clinical Otolaryngology,A helpful technique for increasing the size of a tracheostomy window in patients with calcified or challenging tracheas utilising a Kerrison punch forceps,0,6
1680,"[2018, 4, 13]","['Charisopoulou, Dafni', 'Banner, Nicholas R', 'Demetrescu, Camil', 'Simon, Andre R', 'Rahman Haley, Shelley']",European Heart Journal - Cardiovascular Imaging,Right atrial and ventricular echocardiographic strain analysis predicts requirement for right ventricular support after left ventricular assist device implantation,11,28
1681,"[2018, 4, 4]","['Glaser, Danya', 'Davis, Paul']",Archives of Disease in Childhood,<i>For debate:</i> Forty years of fabricated or induced illness (FII): where next for paediatricians? Paper 2: Management of perplexing presentations including FII,5,4
1682,"[2018, 3, 12]","['Tienen, Carla', 'Visser, Otto', 'Lugtenburg, Pieternella', 'Taylor, Graham', 'Cook, Lucy']",British Journal of Haematology,"Overrepresentation of patients from
            <scp>HTLV</scp>
            ‐1 endemic countries among T cell Non‐Hodgkin lymphomas in the Netherlands: an indication of under‐diagnosis of Adult T cell leukaemia/lymphoma",4,7
1683,"[2019, 2]","['Bigley, Venetia', 'Cytlak, Urszula', 'Collin, Matthew']",Seminars in Cell &amp; Developmental Biology,Human dendritic cell immunodeficiencies,17,141
1684,"[2018, 2, 13]","['Wigham, Sarah', 'Rodgers, Jacqui', 'Berney, Tom', 'Le Couteur, Ann', 'Ingham, Barry', 'Parr, Jeremy R']",Autism,Psychometric properties of questionnaires and diagnostic measures for autism spectrum disorders in adults: A systematic review,27,66
1685,"[2018, 10, 16]","['Bradley, Aoife', 'Karatzias, Thanos', 'Coyle, Eimear']",Clinical Psychology &amp; Psychotherapy,"Derealization and self-harm strategies are used to regulate disgust, fear, and sadness in adult survivors of childhood sexual abuse",5,62
1686,"[2019, 6]","['Bowden, Sarah Joanne', 'Dooley, William', 'Hanrahan, Jennifer', 'Kanu, Chidimma', 'Halder, Suni', 'Cormack, Caroline', ""O'Dwyer, Sabrina"", 'Singh, Natasha']",BMJ Open Quality,Fast-track pathway for elective caesarean section: a quality improvement initiative to promote day 1 discharge,14,30
1687,"[2019, 6]","['Lamont, M. Christy', 'McDermott, Christopher', 'Thomson, Andrew J.', 'Greer, Ian A.']",Seminars in Perinatology,United Kingdom recommendations for obstetric venous thromboembolism prophylaxis: Evidence and rationale,10,51
1688,"[2019, 4]","['Biyani, P.', 'Khurram, S.A.', 'Thomas, M.', 'Nusrath, M.']",British Journal of Oral and Maxillofacial Surgery,Chondroid tenosynovial giant cell tumour: a rarity in the temporomandibular joint,0,7
1689,"[2019, 3, 21]","['Pegrum, James', 'Self, Alex', 'Hall, Nick']",BMJ,Iliotibial band syndrome,4,10
1690,"[2019, 3, 1]","['Mathur, Shrey', 'Walter, Silke', 'Grunwald, Iris Q.', 'Helwig, Stefan A.', 'Lesmeister, Martin', 'Fassbender, Klaus']",Frontiers in Neurology,Improving Prehospital Stroke Services in Rural and Underserved Settings With Mobile Stroke Units,25,136
1691,"[2019, 5]","['Chambers, D.J.', 'Bhatia, K.']",International Journal of Obstetric Anesthesia,In reply: Which anaesthesia for cesarean section in case of Horner’s syndrome in women receiving epidural labor analgesia?,0,2
1692,"[2019, 3]","['Stansby, Gerard', 'Donald, Ian']",Clinical Medicine,Reducing the risk of hospital-acquired deep vein thrombosis or pulmonary embolism in medical inpatients,6,12
1693,"[2019, 7]","['Clements, Joshua Michael', ""O'Neill, Tomás"", 'Hill, Christopher']","Journal of Plastic, Reconstructive &amp; Aesthetic Surgery",Challenging Kanavel's cardinal signs of pyogenic flexor tenosynovitis of the hand,1,3
1694,"[2019, 3, 13]","['Bizrah, Mukhtar', 'Yusuf, Ammar', 'Ahmad, Sajjad']",Ophthalmology and Therapy,Adherence to Treatment and Follow-Up in Patients with Severe Chemical Eye Burns,7,13
1695,"[2019, 3, 2]","['Martin, Luke PJ']",British Journal of Hospital Medicine,An ethics refresher for doctors in moral distress: theory and practice,0,11
1696,"[2019, 4]","['Grape, Sina', 'Pawa, Amit', 'Weber, Eric', 'Albrecht, Eric']",British Journal of Anaesthesia,"Retroclavicular vs supraclavicular brachial plexus block for distal upper limb surgery: a randomised, controlled, single-blinded trial",5,10
1697,"[2019, 7]","['Sheldon, Rollo', 'Chapman, Cavita', 'Page, Lisa']",Journal of Psychosomatic Research,"The priorities of liaison psychiatry teams in Kent, Surrey and Sussex, UK",0,2
1698,"[2019, 8]","['Saridogan, Ertan']",Best Practice &amp; Research Clinical Obstetrics &amp; Gynaecology,Role of general gynaecologists in the prevention of infertility,0,15
1699,"[2019, 3, 4]","['Evans, Catrin', 'Tweheyo, Ritah', 'McGarry, Julie', 'Eldridge, Jeanette', 'Albert, Juliet', 'Nkoyo, Valentine', 'Higginbottom, Gina']",PLOS ONE,Crossing cultural divides: A qualitative systematic review of factors influencing the provision of healthcare related to female genital mutilation from the perspective of health professionals,17,161
1700,"[2019, 2, 28]",[],New England Journal of Medicine,<i>Candida auris</i> in an Intensive Care Setting,7,4
1701,"[2019, 3, 12]","['Malik, K. I.', 'Siau, K.', 'Dunckley, P.', 'Ward, S. T.']",Colorectal Disease,"Colorectal trainees in the
            <scp>UK</scp>
            struggle to meet
            <scp>JAG</scp>
            certification standards in colonoscopy by the end of their training",5,24
1702,"[2019, 2, 20]","['Grassi, Piergiacomo', 'Alexander, Philip', 'Poulson, Arabella V.', 'Snead, Martin P.']",Graefe's Archive for Clinical and Experimental Ophthalmology,Re: Baumgarten et al.: Vitrectomy with and without encircling band for pseudophakic retinal detachment with inferior breaks: VIPER Study Report No. 3. Graefes Arch Clin Exp Ophthalmol. 2018 Nov;256(11):2069–2073. doi: 10.1007/s00417-018-4106-6. Epub 2018 Aug 23,0,3
1703,"[2019, 5]","['Thomas, Owen', 'Cain, John', 'Nasralla, Mehran', 'Jackson, Alan']",Journal of Stroke and Cerebrovascular Diseases,Aortic Pulsatility Propagates Intracranially and Correlates with Dilated Perivascular Spaces and Small Vessel Compliance,7,26
1704,"[2019, 2, 9]","['Thompson, Laura', 'Ford, Helen L.', 'Stroud, Amanda', 'Madill, Anna']",Qualitative Health Research,"Managing the (In)visibility of Chronic Illness at Work: Dialogism, Parody, and Reported Speech",0,63
1705,"[2019, 1, 29]","['Thompson, Laura', 'Ford, Helen', 'Stroud, Amanda', 'Madill, Anna']",Psychology &amp; Health,Tortoise or hare? Supporting the chronotope preference of employees with fluctuating chronic illness symptoms,0,52
1706,[2019],"['Elsawi, Ali', 'Antoniou, George A.']",EJVES Short Reports,Atypical Presentation of Critical Lower Limb Ischaemia Treated with Aortobifemoral Biosynthetic Prosthesis,0,0
1707,"[2019, 1, 14]","['Fraisse, Alain', 'Chessa, Massimo']",European Heart Journal,Catheter interventions for Adult Congenital Heart Disease,2,0
1708,"[2019, 1, 14]","['Mohite, Prashant N.', 'Mahesh, Balakrishnan', 'Reed, Anna', 'Simon, Andre']",Artificial Organs,Right pulmonary artery to left atrium ECMO as a bridge to lung re‐transplantation,0,5
1709,"[2019, 1, 5]","['Richardson, Malcolm', 'Rautemaa-Richardson, Riina']",Microorganisms,Exposure to Aspergillus in Home and Healthcare Facilities’ Water Environments: Focus on Biofilms,15,25
1710,"[2019, 1, 7]","['Sinha, K.', 'Abdul‐Wahab, A.', 'Calonje, E.', 'Craythorne, E.', 'Lewis, F. M.']",Clinical and Experimental Dermatology,Basal cell carcinoma of the vulva: treatment with Mohs micrographic surgery,6,10
