PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30705743","Extravascular findings during upper limb computed tomographic angiography focusing on undiagnosed malignancy","Nourzaie R, Das J, Abbas H, Thulasidasan N, Gkoutzios P, Ilyas S, Monzon L, Sabharwal T, Moser S, Diamantopoulos A.","World J Radiol. 2019 Jan 28;11(1):10-18. doi: 10.4329/wjr.v11.i1.10.","Nourzaie R","World J Radiol","2019","2019/02/02","PMC6354083","","10.4329/wjr.v11.i1.10"
"30679145","Electronic Systems for Patients to Report and Manage Side Effects of Cancer Treatment: Systematic Review","Warrington L, Absolom K, Conner M, Kellar I, Clayton B, Ayres M, Velikova G.","J Med Internet Res. 2019 Jan 24;21(1):e10875. doi: 10.2196/10875.","Warrington L","J Med Internet Res","2019","2019/01/26","PMC6365878","","10.2196/10875"
"30676772","Comparison of prostate delineation on multimodality imaging for MR-guided radiotherapy","Pathmanathan AU, McNair HA, Schmidt MA, Brand DH, Delacroix L, Eccles CL, Gordon A, Herbert T, van As NJ, Huddart RA, Tree AC.","Br J Radiol. 2019 Mar;92(1095):20180948. doi: 10.1259/bjr.20180948. Epub 2019 Jan 24.","Pathmanathan AU","Br J Radiol","2019","2019/01/25","PMC6540870","","10.1259/bjr.20180948"
"30661021","Impact of organisation and specialist service delivery on lung cancer outcomes","Adizie JB, Khakwani A, Beckett P, Hubbard R, Navani N, Harden SV, Woolhouse I.","Thorax. 2019 Jun;74(6):546-550. doi: 10.1136/thoraxjnl-2018-212588. Epub 2019 Jan 19.","Adizie JB","Thorax","2019","2019/01/21","","","10.1136/thoraxjnl-2018-212588"
"30659491","Perceived roles and barriers in caring for the people who are homeless: a survey of UK community pharmacists","Paudyal V, Gibson Smith K, MacLure K, Forbes-McKay K, Radley A, Stewart D.","Int J Clin Pharm. 2019 Feb;41(1):215-227. doi: 10.1007/s11096-019-00789-4. Epub 2019 Jan 18.","Paudyal V","Int J Clin Pharm","2019","2019/01/20","PMC6394502","","10.1007/s11096-019-00789-4"
"30658576","Deprescribing interventions and their impact on medication adherence in community-dwelling older adults with polypharmacy: a systematic review","Ulley J, Harrop D, Ali A, Alton S, Fowler Davis S.","BMC Geriatr. 2019 Jan 18;19(1):15. doi: 10.1186/s12877-019-1031-4.","Ulley J","BMC Geriatr","2019","2019/01/20","PMC6339421","","10.1186/s12877-019-1031-4"
"30621958","Cardiomyopathy and Heart Failure in Patients With HIV Infection","Savvoulidis P, Butler J, Kalogeropoulos A.","Can J Cardiol. 2019 Mar;35(3):299-309. doi: 10.1016/j.cjca.2018.10.009. Epub 2018 Oct 19.","Savvoulidis P","Can J Cardiol","2019","2019/01/10","","","10.1016/j.cjca.2018.10.009"
"30610958","The association between body mass index, primary healthcare use and morbidity in early childhood: findings from the Born In Bradford cohort study","Kelly B, West J, Yang TC, Mason D, Hasan T, Wright J.","Public Health. 2019 Feb;167:21-27. doi: 10.1016/j.puhe.2018.10.019. Epub 2019 Jan 2.","Kelly B","Public Health","2019","2019/01/06","","","10.1016/j.puhe.2018.10.019"
"30581059","Retroperitoneoscopic lower pole heminephrectomy","Cho A, Mushtaq I.","J Pediatr Urol. 2019 Feb;15(1):89-90. doi: 10.1016/j.jpurol.2018.11.015. Epub 2018 Nov 29.","Cho A","J Pediatr Urol","2019","2018/12/25","","","10.1016/j.jpurol.2018.11.015"
"30461513","Does Tourniquet Use in TKA Increase Postoperative Pain? A Systematic Review and Meta-analysis","McCarthy Deering E, Hu SY, Abdulkarim A.","Clin Orthop Relat Res. 2019 Mar;477(3):547-558. doi: 10.1097/CORR.0000000000000572.","McCarthy Deering E","Clin Orthop Relat Res","2019","2018/11/22","PMC6382207","","10.1097/CORR.0000000000000572"
"30450995","Comparison of clinical outcomes in anterior cervical discectomy versus foraminotomy for brachialgia","Foster MT, Carleton-Bland NP, Lee MK, Jackson R, Clark SR, Wilby MJ.","Br J Neurosurg. 2019 Feb;33(1):3-7. doi: 10.1080/02688697.2018.1527013. Epub 2018 Nov 19.","Foster MT","Br J Neurosurg","2019","2018/11/20","","","10.1080/02688697.2018.1527013"
"30443965","An unusual pelvic mass: Contrast-enhanced sonographic diagnosis of pelvic splenosis","Kruger R, Freeman S.","J Clin Ultrasound. 2019 Mar;47(3):172-174. doi: 10.1002/jcu.22671. Epub 2018 Nov 16.","Kruger R","J Clin Ultrasound","2019","2018/11/17","","","10.1002/jcu.22671"
"30395143","The use of an electronic health record system reduces errors in the National Hip Fracture Database","Lawrence JE, Cundall-Curry D, Stewart ME, Fountain DM, Gooding CR.","Age Ageing. 2019 Mar 1;48(2):285-290. doi: 10.1093/ageing/afy177.","Lawrence JE","Age Ageing","2019","2018/11/06","","","10.1093/ageing/afy177"
"30380032","Impaired endogenous fibrinolysis in ST-segment elevation myocardial infarction patients undergoing primary percutaneous coronary intervention is a predictor of recurrent cardiovascular events: the RISK PPCI study","Farag M, Spinthakis N, Gue YX, Srinivasan M, Sullivan K, Wellsted D, Gorog DA.","Eur Heart J. 2019 Jan 14;40(3):295-305. doi: 10.1093/eurheartj/ehy656.","Farag M","Eur Heart J","2019","2018/11/01","","","10.1093/eurheartj/ehy656"
"30354967","Pulmonary embolism, frostbite and high-altitude retinopathy - a combination of life- and sight-threatening vascular complications at high altitude","Rehan S, Pynn HJ, Williams I, Morris DS.","Scott Med J. 2019 Feb;64(1):30-34. doi: 10.1177/0036933018807343. Epub 2018 Oct 25.","Rehan S","Scott Med J","2019","2018/10/26","","","10.1177/0036933018807343"
"30268742","Updated guidelines on complex regional pain syndrome in adults(✰)","Henderson J.","J Plast Reconstr Aesthet Surg. 2019 Jan;72(1):1-3. doi: 10.1016/j.bjps.2018.08.017. Epub 2018 Sep 6.","Henderson J","J Plast Reconstr Aesthet Surg","2019","2018/10/01","","","10.1016/j.bjps.2018.08.017"
"30246228","Ibrutinib for Treating Relapsed or Refractory Mantle Cell Lymphoma: An Evidence Review Group Perspective of a NICE Single Technology Appraisal","Tappenden P, Simpson E, Hamilton J, Pollard D, Clowes M, Kaltenthaler E, Meiklejohn D, Morley N.","Pharmacoeconomics. 2019 Mar;37(3):333-343. doi: 10.1007/s40273-018-0713-7.","Tappenden P","Pharmacoeconomics","2019","2018/09/25","","","10.1007/s40273-018-0713-7"
"30223913","The assertive approach to clozapine: nasogastric administration","Till A, Selwood J, Silva E.","BJPsych Bull. 2019 Feb;43(1):21-26. doi: 10.1192/bjb.2018.61. Epub 2018 Sep 18.","Till A","BJPsych Bull","2019","2018/09/19","PMC6327298","","10.1192/bjb.2018.61"
"30181010","Quantitative and thematic analysis of burns surgeons' attitudes, beliefs and surgical decision-making in self-harm burn injuries: The use of a questionnaire and hypothetical cases","Rai L, Shepherd L, O'Boyle CP.","Burns. 2019 Feb;45(1):180-189. doi: 10.1016/j.burns.2018.08.003. Epub 2018 Sep 1.","Rai L","Burns","2019","2018/09/06","","","10.1016/j.burns.2018.08.003"
"30139412","The Ferrari v. the bicycle","Firn M, Alonso-Vicente M, Hubbeling D.","Psychol Med. 2019 Jan;49(1):170-171. doi: 10.1017/S0033291718002179. Epub 2018 Aug 24.","Firn M","Psychol Med","2019","2018/08/25","","","10.1017/S0033291718002179"
"30081660","Multimodal Evaluation of Presumed Tuberculous Serpiginous-Like Choroiditis","Wang H, Tan SZ, Aslam T, Jones NP, Steeples LR.","Ocul Immunol Inflamm. 2019;27(7):1149-1153. doi: 10.1080/09273948.2018.1501497. Epub 2018 Aug 6.","Wang H","Ocul Immunol Inflamm","2019","2018/08/08","","","10.1080/09273948.2018.1501497"
"30041863","Accuracy of computed tomography in detection of great vessel stenosis or hypoplasia before superior bidirectional cavopulmonary connection: Comparison with cardiac catheterization and surgical findings","Krupickova S, Vazquez-Garcia L, Obeidat M, Banya W, DiSalvo G, Ghez O, Michielon G, Castellano I, Rubens M, Semple T, Nicol E, Slavik Z, Rigby ML, Fraisse A.","Arch Cardiovasc Dis. 2019 Jan;112(1):12-21. doi: 10.1016/j.acvd.2018.04.006. Epub 2018 Jul 21.","Krupickova S","Arch Cardiovasc Dis","2019","2018/07/26","","","10.1016/j.acvd.2018.04.006"
"29937077","Developing family-centred care in a neonatal intensive care unit: An action research study","Skene C, Gerrish K, Price F, Pilling E, Bayliss P, Gillespie S.","Intensive Crit Care Nurs. 2019 Feb;50:54-62. doi: 10.1016/j.iccn.2018.05.006. Epub 2018 Jun 22.","Skene C","Intensive Crit Care Nurs","2019","2018/06/26","","","10.1016/j.iccn.2018.05.006"
"30891088","Pregnancy in women known to be living with a single kidney","Steele SE, Terry JE, Page LM, Girling JC.","Obstet Med. 2019 Mar;12(1):22-26. doi: 10.1177/1753495X18784081. Epub 2018 Jul 26.","Steele SE","Obstet Med","2019","2019/03/21","PMC6416691","","10.1177/1753495X18784081"
"30591226","Intra-medullary nail insertion accuracy: A comparison of the infra-patellar and supra-patellar approach","Anderson TRE, Beak PA, Trompeter AJ.","Injury. 2019 Feb;50(2):484-488. doi: 10.1016/j.injury.2018.12.024. Epub 2018 Dec 20.","Anderson TRE","Injury","2019","2018/12/29","","","10.1016/j.injury.2018.12.024"
"31673430","Extension of the European Medicines Agency (EMA) approval of trifluridine/tipiracil for gastric cancer","Alsina M, Smyth EC.","ESMO Open. 2019 Oct 1;4(5):e000591. doi: 10.1136/esmoopen-2019-000591. eCollection 2019.","Alsina M","ESMO Open","2019","2019/11/02","PMC6802958","","10.1136/esmoopen-2019-000591"
"31620653","Role of laparoscopic cholecystectomy in the management of chronic right upper quadrant pain due to biliary dyskinesia: a systematic review and meta-analysis","Rehman S, Singh KK, Sajid MS.","Transl Gastroenterol Hepatol. 2019 Sep 23;4:71. doi: 10.21037/tgh.2019.08.10. eCollection 2019.","Rehman S","Transl Gastroenterol Hepatol","2019","2019/10/18","PMC6789200","","10.21037/tgh.2019.08.10"
"31379882","Does Natural Killer Cell Deficiency (NKD) Increase the Risk of Cancer? NKD May Increase the Risk of Some Virus Induced Cancer","Moon WY, Powis SJ.","Front Immunol. 2019 Jul 19;10:1703. doi: 10.3389/fimmu.2019.01703. eCollection 2019.","Moon WY","Front Immunol","2019","2019/08/06","PMC6658984","","10.3389/fimmu.2019.01703"
"31321309","Resolution patterns and duration of retinal haemorrhages measured by two-dimensional retinal area pixel counts from sequential retinal imaging in childhood encephalopathies: a morphometric study","Jones PA, Minns RA, Tandon A, Fleck B, Mulvihill A.","BMJ Open Ophthalmol. 2019 Jun 24;4(1):e000275. doi: 10.1136/bmjophth-2019-000275. eCollection 2019.","Jones PA","BMJ Open Ophthalmol","2019","2019/07/20","PMC6597619","","10.1136/bmjophth-2019-000275"
"31153794","Detecting respiratory infection in children with cystic fibrosis: Cough swab, sputum induction or bronchoalveolar lavage","Forton JT.","Paediatr Respir Rev. 2019 Aug;31:28-31. doi: 10.1016/j.prrv.2019.03.001. Epub 2019 Mar 13.","Forton JT","Paediatr Respir Rev","2019","2019/06/03","","","10.1016/j.prrv.2019.03.001"
"31119095","Consensus methodology to investigate appropriate referral criteria for inpatients to be offered a transfer of care service as they are discharged home","Nazar H, Maniatopoulos G, Mantzourani E, Watson N.","Integr Pharm Res Pract. 2019 Apr 1;8:35-37. doi: 10.2147/IPRP.S190008. eCollection 2019.","Nazar H","Integr Pharm Res Pract","2019","2019/05/24","PMC6498952","","10.2147/IPRP.S190008"
"31011458","Spontaneous Heterotopic Pregnancy Associated with Massive Intraperitoneal Haemorrhage and a Normal Heart Rate, Illustrating the Concept of Relative Bradycardia","Gallaher C, Tahmasebi F, Sayasneh A, Mehra G.","Case Rep Obstet Gynecol. 2019 Mar 18;2019:2893149. doi: 10.1155/2019/2893149. eCollection 2019.","Gallaher C","Case Rep Obstet Gynecol","2019","2019/04/24","PMC6442437","","10.1155/2019/2893149"
"30873044","Sudden Cardiac Death in Dialysis: Arrhythmic Mechanisms and the Value of Non-invasive Electrophysiology","Poulikakos D, Hnatkova K, Skampardoni S, Green D, Kalra P, Malik M.","Front Physiol. 2019 Feb 25;10:144. doi: 10.3389/fphys.2019.00144. eCollection 2019.","Poulikakos D","Front Physiol","2019","2019/03/16","PMC6401645","","10.3389/fphys.2019.00144"
"30872145","Combined Ultrasound and Cone Beam CT Improves Target Segmentation for Image Guided Radiation Therapy in Uterine Cervix Cancer","Mason SA, White IM, O'Shea T, McNair HA, Alexander S, Kalaitzaki E, Bamber JC, Harris EJ, Lalondrelle S.","Int J Radiat Oncol Biol Phys. 2019 Jul 1;104(3):685-693. doi: 10.1016/j.ijrobp.2019.03.003. Epub 2019 Mar 11.","Mason SA","Int J Radiat Oncol Biol Phys","2019","2019/03/16","PMC6542416","","10.1016/j.ijrobp.2019.03.003"
"30863607","Tips and tricks for success in subxiphoid video-assisted thoracic surgery","Abdellateef A, Ali JM, Jiang G, Aresu G, Jiang L.","J Thorac Dis. 2019 Jan;11(1):292-301. doi: 10.21037/jtd.2018.12.93.","Abdellateef A","J Thorac Dis","2019","2019/03/14","PMC6384395","","10.21037/jtd.2018.12.93"
"30859560","Regional anaesthesia for rib fractures: too many choices, too little evidence","El-Boghdadly K, Wiles MD.","Anaesthesia. 2019 May;74(5):564-568. doi: 10.1111/anae.14634. Epub 2019 Mar 11.","El-Boghdadly K","Anaesthesia","2019","2019/03/13","","","10.1111/anae.14634"
"30838746","Intravascular lithotripsy assisted chronic total occlusion revascularization with reverse controlled antegrade retrograde tracking","Yeoh J, Hill J, Spratt JC.","Catheter Cardiovasc Interv. 2019 Jun 1;93(7):1295-1297. doi: 10.1002/ccd.28165. Epub 2019 Mar 6.","Yeoh J","Catheter Cardiovasc Interv","2019","2019/03/07","","","10.1002/ccd.28165"
"30826779","Adenovirus cerebellitis in an immunocompetent 2-year-old girl","Tansley-Ahmed Z, Wu K, Christodoulou L.","BMJ Case Rep. 2019 Mar 1;12(3):e227808. doi: 10.1136/bcr-2018-227808.","Tansley-Ahmed Z","BMJ Case Rep","2019","2019/03/04","PMC6398769","","10.1136/bcr-2018-227808"
"30808830","Pregnancy in IgA Nephropathy: An Effect on Renal Outcome?","Cheung CK, Barratt J.","Am J Nephrol. 2019;49(3):212-213. doi: 10.1159/000495882. Epub 2019 Feb 26.","Cheung CK","Am J Nephrol","2019","2019/02/28","","","10.1159/000495882"
"30808627","Virtual reality videos used in undergraduate palliative and oncology medical teaching: results of a pilot study","Taubert M, Webber L, Hamilton T, Carr M, Harvey M.","BMJ Support Palliat Care. 2019 Sep;9(3):281-285. doi: 10.1136/bmjspcare-2018-001720. Epub 2019 Feb 26.","Taubert M","BMJ Support Palliat Care","2019","2019/02/28","PMC6817702","","10.1136/bmjspcare-2018-001720"
"30800268","Managing congenital hypogonadotrophic hypogonadism: a contemporary approach directed at optimizing fertility and long-term outcomes in males","Swee DS, Quinton R.","Ther Adv Endocrinol Metab. 2019 Feb 10;10:2042018819826889. doi: 10.1177/2042018819826889. eCollection 2019.","Swee DS","Ther Adv Endocrinol Metab","2019","2019/02/26","PMC6378644","","10.1177/2042018819826889"
"30774494","Transforming cancer outcomes in England: earlier and faster diagnoses, pathways to success, and empowering alliances","Harrison CJ, Spencer RG, Shackley DC.","J Healthc Leadersh. 2019 Jan 29;11:1-11. doi: 10.2147/JHL.S150924. eCollection 2019.","Harrison CJ","J Healthc Leadersh","2019","2019/02/19","PMC6357885","","10.2147/JHL.S150924"
"30719829","Prostate cancer screening: where are we now?","Light A, Elhage O, Marconi L, Dasgupta P.","BJU Int. 2019 Jun;123(6):916-917. doi: 10.1111/bju.14692. Epub 2019 Feb 19.","Light A","BJU Int","2019","2019/02/06","","","10.1111/bju.14692"
"30711924","Systematic review of prehospital haemostatic dressings","Welch M, Barratt J, Peters A, Wright C.","BMJ Mil Health. 2020 Jun;166(3):194-200. doi: 10.1136/jramc-2018-001066. Epub 2019 Feb 2.","Welch M","BMJ Mil Health","2020","2019/02/04","","","10.1136/jramc-2018-001066"
"30683331","Ramipril for left ventricular diastolic function in patients with pulmonary regurgitation after repair of tetralogy of Fallot","Krupickova S, Li W, Gatzoulis MA, Babu-Narayan SV.","Int J Cardiol. 2019 Mar 1;278:93. doi: 10.1016/j.ijcard.2018.12.038.","Krupickova S","Int J Cardiol","2019","2019/01/27","","","10.1016/j.ijcard.2018.12.038"
"30680483","Anthropometric Scaling of Anatomical Datasets for Subject-Specific Musculoskeletal Modelling of the Shoulder","Klemt C, Nolte D, Ding Z, Rane L, Quest RA, Finnegan ME, Walker M, Reilly P, Bull AMJ.","Ann Biomed Eng. 2019 Apr;47(4):924-936. doi: 10.1007/s10439-019-02207-2. Epub 2019 Jan 24.","Klemt C","Ann Biomed Eng","2019","2019/01/26","","","10.1007/s10439-019-02207-2"
"30667501","Association of Aspirin Use for Primary Prevention With Cardiovascular Events and Bleeding Events: A Systematic Review and Meta-analysis","Zheng SL, Roddick AJ.","JAMA. 2019 Jan 22;321(3):277-287. doi: 10.1001/jama.2018.20578.","Zheng SL","JAMA","2019","2019/01/23","PMC6439678","","10.1001/jama.2018.20578"
"30634162","Minimally invasive distal metaphyseal metatarsal osteotomy (DMMO) for symptomatic forefoot pathology - Short to medium term outcomes from a retrospective case series","Malhotra K, Joji N, Mordecai S, Rudge B.","Foot (Edinb). 2019 Mar;38:43-49. doi: 10.1016/j.foot.2018.12.003. Epub 2018 Dec 21.","Malhotra K","Foot (Edinb)","2019","2019/01/12","","","10.1016/j.foot.2018.12.003"
"30628799","Disinhibited attachment behavior among infants of mothers with borderline personality disorder, depression, and no diagnosis","Lyons-Ruth K, Riley C, Patrick MPH, Hobson RP.","Personal Disord. 2019 Mar;10(2):163-172. doi: 10.1037/per0000312. Epub 2019 Jan 10.","Lyons-Ruth K","Personal Disord","2019","2019/01/11","PMC6404520","NIHMS1013844","10.1037/per0000312"
"30612840","Penetrating facial trauma from a Taser barb","Campbell F, Clark S.","Br J Oral Maxillofac Surg. 2019 Feb;57(2):188-189. doi: 10.1016/j.bjoms.2018.12.009. Epub 2019 Jan 3.","Campbell F","Br J Oral Maxillofac Surg","2019","2019/01/08","","","10.1016/j.bjoms.2018.12.009"
"30605064","PPARγ Agonistic Activity of Sulphonylureas","Banerjee D, Bharaj HS, Banerjee M.","Endocr Metab Immune Disord Drug Targets. 2019;19(4):467-471. doi: 10.2174/1871530319666190103125534.","Banerjee D","Endocr Metab Immune Disord Drug Targets","2019","2019/01/04","","","10.2174/1871530319666190103125534"
"30582664","Dynamic heart rate response to multi-day unsupported ultra-endurance cycle racing: a case report","Brayson D, Frigiola A, Clark JE.","Exp Physiol. 2019 Feb;104(2):174-179. doi: 10.1113/EP087341. Epub 2019 Jan 6.","Brayson D","Exp Physiol","2019","2018/12/25","","","10.1113/EP087341"
